symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SH2_0pt5mM_A	Gcn1_SH2_0pt5mM_B
ENSMUSG00000003644.17|Rps6ka1	1330	1239	2134	2352
ENSMUSG00000003660.10|Snrnp200	5597	5887	5139	5716
ENSMUSG00000003662.10|Ciao1	950	933	1309	1430
ENSMUSG00000003680.16|Taf6l	199	213	152	181
ENSMUSG00000003721.14|Insig2	1308	1484	1435	1543
ENSMUSG00000003731.13|Kpna6	2192	2431	1970	2109
ENSMUSG00000003746.16|Man1a	834	1009	1133	1225
ENSMUSG00000003752.9|Itpkc	223	270	280	288
ENSMUSG00000003762.13|Coq8b	129	170	176	230
ENSMUSG00000003778.14|Brd8	2251	2636	1992	2243
ENSMUSG00000003779.16|Kif20a	1430	1666	942	1166
ENSMUSG00000003808.18|Farsa	1782	1786	1705	1744
ENSMUSG00000003809.14|Gcdh	433	488	425	484
ENSMUSG00000003810.12|Mast2	1793	1827	2303	2512
ENSMUSG00000003812.13|Dnase2a	414	490	351	373
ENSMUSG00000003813.15|Rad23a	2488	2426	2099	2209
ENSMUSG00000003814.8|Calr	17170	19209	20867	21482
ENSMUSG00000003824.12|Syce2	315	353	390	412
ENSMUSG00000003847.16|Nfat5	4929	5831	6389	6310
ENSMUSG00000003848.14|Nob1	1260	1357	1340	1325
ENSMUSG00000003849.8|Nqo1	276	273	226	266
ENSMUSG00000003863.18|Ppfia3	84	109	111	119
ENSMUSG00000003865.16|Gys1	2500	2410	2782	2850
ENSMUSG00000003868.14|Ruvbl2	2360	2391	2212	2666
ENSMUSG00000003873.11|Bax	1707	1677	1805	1831
ENSMUSG00000003923.14|Tfam	1397	1648	1425	1527
ENSMUSG00000003929.11|Zfp81	692	857	649	665
ENSMUSG00000003934.5|Efnb3	38	48	43	59
ENSMUSG00000003948.17|Mmd	1200	1475	814	936
ENSMUSG00000003955.8|Fam162a	1698	1783	1326	1535
ENSMUSG00000003970.9|Rpl8	30115	32861	30723	33676
ENSMUSG00000003992.15|Ssbp2	202	202	314	337
ENSMUSG00000004018.9|Fancl	266	341	300	354
ENSMUSG00000004032.10|Gstm5	1004	1031	1300	1455
ENSMUSG00000004035.12|Gstm7	68	63	87	107
ENSMUSG00000004040.16|Stat3	2495	2716	4085	4774
ENSMUSG00000004043.14|Stat5a	245	255	193	290
ENSMUSG00000004044.9|Cavin1	6144	7358	6555	7419
ENSMUSG00000004054.9|Map3k11	536	554	721	752
ENSMUSG00000004056.15|Akt2	1241	1276	1688	1914
ENSMUSG00000004069.17|Dnaja3	1997	2195	1665	1836
ENSMUSG00000004070.15|Hmox2	555	515	587	657
ENSMUSG00000004071.13|Cdip1	785	781	659	763
ENSMUSG00000004085.14|Map3k20	757	921	540	544
ENSMUSG00000004096.9|Cwc15	2192	2385	2245	2553
ENSMUSG00000004099.16|Dnmt1	4058	4369	3766	3847
ENSMUSG00000004100.12|Ppan	1479	1668	1331	1491
ENSMUSG00000004105.8|Angptl2	316	335	25	33
ENSMUSG00000004127.12|Trmt10a	523	652	533	551
ENSMUSG00000004151.17|Etv1	133	149	40	35
ENSMUSG00000004187.11|Kifc2	80	80	79	87
ENSMUSG00000004207.14|Psap	12339	12792	10018	11441
ENSMUSG00000004221.16|Ikbkg	1284	1516	1281	1509
ENSMUSG00000004231.15|Pax2	118	137	237	248
ENSMUSG00000004233.14|Wars2	431	548	415	436
ENSMUSG00000004263.15|Atn1	2820	2993	3714	4103
ENSMUSG00000004264.17|Phb2	5603	5710	6263	6758
ENSMUSG00000004266.15|Ptpn6	493	526	304	360
ENSMUSG00000004267.16|Eno2	176	191	133	157
ENSMUSG00000004268.11|Emg1	2473	2682	2713	2984
ENSMUSG00000004270.13|Lpcat3	2331	2524	4294	4924
ENSMUSG00000004285.12|Atp6v1f	2221	2165	2638	2651
ENSMUSG00000004317.14|Clcn5	2019	2320	1340	1357
ENSMUSG00000004319.15|Clcn3	3128	3708	2164	2381
ENSMUSG00000004356.8|Utp20	2350	2501	2023	2080
ENSMUSG00000004364.14|Cul3	6236	6952	6104	6704
ENSMUSG00000004371.15|Il11	175	172	130	95
ENSMUSG00000004383.18|Large1	440	519	535	641
ENSMUSG00000004393.10|Ddx56	1198	1214	1419	1444
ENSMUSG00000004394.12|Tmed4	1612	1662	1998	2217
ENSMUSG00000004446.12|Bid	1860	1998	3313	3394
ENSMUSG00000004451.14|Ralb	1031	1136	1088	1082
ENSMUSG00000004455.16|Ppp1cc	5532	6505	3027	3290
ENSMUSG00000004460.17|Dnajb11	1445	1724	1501	1572
ENSMUSG00000004462.7|Tbccd1	280	302	225	240
ENSMUSG00000004500.9|Zfp324	142	164	125	147
ENSMUSG00000004508.6|Gab2	752	757	432	473
ENSMUSG00000004530.12|Coro1c	4534	4860	4261	4616
ENSMUSG00000004535.12|Tax1bp1	6214	7357	7458	8136
ENSMUSG00000004540.7|Psg17	51	61	37	33
ENSMUSG00000004552.16|Ctse	1123	1200	548	640
ENSMUSG00000004558.15|Ndrg2	831	838	461	575
ENSMUSG00000004561.14|Mettl17	362	428	307	356
ENSMUSG00000004562.16|Arhgef40	2694	2830	2519	2628
ENSMUSG00000004565.15|Pnpla6	983	1036	770	941
ENSMUSG00000004567.16|Mcoln1	1356	1525	873	987
ENSMUSG00000004568.12|Arhgef18	1325	1516	1153	1348
ENSMUSG00000004591.16|Pkn2	4841	5519	5024	5244
ENSMUSG00000004610.4|Etfb	1173	1042	1071	1182
ENSMUSG00000004626.14|Stxbp2	2273	2406	1777	2099
ENSMUSG00000004633.17|Chn2	1160	1250	1146	1331
ENSMUSG00000004637.15|Wwox	153	117	208	225
ENSMUSG00000004642.13|Slbp	1795	2153	2007	2006
ENSMUSG00000004655.5|Aqp1	4855	5226	6362	7516
ENSMUSG00000004661.15|Arid3b	123	144	151	153
ENSMUSG00000004665.10|Cnn2	1370	1442	799	911
ENSMUSG00000004667.18|Polr2e	2156	2152	2343	2545
ENSMUSG00000004677.17|Myo9b	1736	1768	1573	1745
ENSMUSG00000004698.10|Hdac9	60	61	27	30
ENSMUSG00000004707.14|Ly9	548	628	965	1081
ENSMUSG00000004748.5|Mtfp1	48	59	63	64
ENSMUSG00000004768.14|Rab23	697	663	558	529
ENSMUSG00000004771.12|Rab11a	2693	3162	2066	2427
ENSMUSG00000004788.11|Eif2b2	1544	1599	1907	2086
ENSMUSG00000004789.10|Dlst	7358	7872	8995	9555
ENSMUSG00000004791.7|Pgf	149	184	60	49
ENSMUSG00000004798.14|Ulk2	475	595	468	545
ENSMUSG00000004815.12|Dgkq	420	526	329	401
ENSMUSG00000004843.7|Chmp2b	2647	3222	3255	3508
ENSMUSG00000004846.10|Plod3	1648	1600	1656	1774
ENSMUSG00000004849.14|Ap1s1	2303	2298	2739	2737
ENSMUSG00000004864.13|Mapk13	96	86	12	18
ENSMUSG00000004865.16|Srpk1	4882	5358	5477	5578
ENSMUSG00000004880.11|Lbr	2546	2914	1886	2121
ENSMUSG00000004891.16|Nes	1260	1292	550	612
ENSMUSG00000004895.9|Prcc	872	872	864	961
ENSMUSG00000004896.16|Rrnad1	490	543	526	563
ENSMUSG00000004897.16|Hdgf	14831	15629	14254	15693
ENSMUSG00000004929.12|Thop1	914	985	857	1023
ENSMUSG00000004931.11|Apba3	401	485	398	511
ENSMUSG00000004934.14|Pias4	496	552	557	551
ENSMUSG00000004936.8|Map2k1	2875	3197	2127	2366
ENSMUSG00000004937.6|Sgta	1980	2005	2400	2630
ENSMUSG00000004945.15|Tmem242	886	981	778	928
ENSMUSG00000004947.15|Dtx2	301	341	285	225
ENSMUSG00000004951.10|Hspb1	559	477	1334	1722
ENSMUSG00000004952.13|Rasa4	152	149	86	128
ENSMUSG00000004980.16|Hnrnpa2b1	28597	33775	35464	38833
ENSMUSG00000004994.12|Ccdc130	369	374	280	295
ENSMUSG00000004996.9|Mri1	749	815	822	840
ENSMUSG00000005034.15|Prkacb	3278	3707	3157	3339
ENSMUSG00000005043.13|Sgsh	296	243	188	211
ENSMUSG00000005045.16|Chd5	402	431	378	440
ENSMUSG00000005054.7|Cstb	2194	2661	2763	2749
ENSMUSG00000005057.13|Sh2b2	71	83	85	83
ENSMUSG00000005069.12|Pex5	1226	1294	1727	1811
ENSMUSG00000005078.16|Jkamp	491	545	367	422
ENSMUSG00000005087.17|Cd44	13109	14360	19049	20541
ENSMUSG00000005089.15|Slc1a2	53	63	94	113
ENSMUSG00000005102.13|Eif2ak4	493	584	598	625
ENSMUSG00000005103.12|Wdr1	4603	4899	3704	4383
ENSMUSG00000005107.13|Slc2a9	63	74	62	80
ENSMUSG00000005124.10|Ccn4	127	152	31	44
ENSMUSG00000005125.13|Ndrg1	6495	7141	5619	6093
ENSMUSG00000005142.10|Man2b1	1227	1390	950	1031
ENSMUSG00000005148.8|Klf5	5812	6675	5548	5691
ENSMUSG00000005150.16|Wdr83	379	405	235	270
ENSMUSG00000005161.15|Prdx2	4109	4427	3969	4715
ENSMUSG00000005198.15|Polr2a	8602	8773	8145	8512
ENSMUSG00000005204.12|Senp3	2775	3060	2610	2745
ENSMUSG00000005225.15|Plekha8	685	845	987	1047
ENSMUSG00000005233.16|Spc25	397	447	323	386
ENSMUSG00000005237.14|Dnah2	10	22	33	30
ENSMUSG00000005251.15|Ripk4	1170	1350	1357	1541
ENSMUSG00000005262.13|Ufd1	1036	1152	873	918
ENSMUSG00000005299.6|Letm1	1515	1658	1405	1484
ENSMUSG00000005312.15|Ubqln1	4778	5158	5427	5743
ENSMUSG00000005320.9|Fgfr4	141	164	242	274
ENSMUSG00000005354.16|Txn2	3188	3075	3866	3982
ENSMUSG00000005362.14|Crbn	1242	1424	1317	1502
ENSMUSG00000005364.11|Il5ra	1995	2526	444	516
ENSMUSG00000005370.4|Msh6	2221	2450	2740	2743
ENSMUSG00000005371.15|Fbxo11	3847	4565	3610	3964
ENSMUSG00000005373.13|Mlxipl	23	33	54	93
ENSMUSG00000005374.13|Tbl2	797	759	923	957
ENSMUSG00000005378.17|Bud23	377	431	340	455
ENSMUSG00000005397.8|Nid1	7231	7463	4301	4327
ENSMUSG00000005410.6|Mcm5	2064	2153	1911	1948
ENSMUSG00000005413.8|Hmox1	1445	1458	939	953
ENSMUSG00000005417.17|Mprip	9754	10881	7452	8118
ENSMUSG00000005442.13|Cic	1756	1778	1998	2141
ENSMUSG00000005447.12|Pafah1b3	1061	1004	916	1103
ENSMUSG00000005469.10|Prkaca	2036	2092	2052	2255
ENSMUSG00000005470.8|Asf1b	543	566	541	565
ENSMUSG00000005481.18|Ddx39	2094	2195	2145	2150
ENSMUSG00000005483.10|Dnajb1	698	742	792	833
ENSMUSG00000005501.14|Usp40	1398	1513	1353	1467
ENSMUSG00000005505.12|Kbtbd4	402	411	469	520
ENSMUSG00000005506.16|Celf1	6202	6987	7350	7414
ENSMUSG00000005510.9|Ndufs3	1130	1256	1063	1173
ENSMUSG00000005514.14|Por	4108	4131	4343	4825
ENSMUSG00000005533.10|Igf1r	811	845	874	912
ENSMUSG00000005534.10|Insr	1607	1844	1655	1787
ENSMUSG00000005566.14|Trim28	6758	6757	6887	7324
ENSMUSG00000005575.16|Ube2m	1824	1992	1832	1884
ENSMUSG00000005580.11|Adcy9	167	141	255	228
ENSMUSG00000005609.16|Ctr9	783	888	724	756
ENSMUSG00000005610.17|Eif4g2	25556	28454	18907	19680
ENSMUSG00000005615.15|Pcyt1a	1183	1230	984	1076
ENSMUSG00000005621.11|Zfp592	1009	1115	1102	1160
ENSMUSG00000005625.15|Psmd4	4170	4490	4836	5204
ENSMUSG00000005656.9|Snx6	2766	3167	3054	3457
ENSMUSG00000005667.8|Mthfd2	10419	11271	11632	11726
ENSMUSG00000005674.9|Tomm40l	650	584	507	572
ENSMUSG00000005682.9|Pan2	1008	1138	1294	1289
ENSMUSG00000005683.8|Cs	5910	5982	5458	5676
ENSMUSG00000005686.17|Ampd3	162	208	41	51
ENSMUSG00000005687.14|Bcas2	2362	2674	2108	2259
ENSMUSG00000005698.15|Ctcf	2317	2685	2294	2438
ENSMUSG00000005699.16|Pard6a	193	175	107	150
ENSMUSG00000005718.8|Tfap4	399	459	366	395
ENSMUSG00000005732.14|Ranbp1	2706	3341	2976	3045
ENSMUSG00000005774.12|Rfx5	423	480	472	609
ENSMUSG00000005779.12|Psmb4	3469	3967	3594	3904
ENSMUSG00000005802.12|Slc30a4	4307	5159	4420	4551
ENSMUSG00000005803.14|Sqor	2665	2740	2609	2974
ENSMUSG00000005804.14|Bloc1s6	958	1038	661	726
ENSMUSG00000005813.12|Metap1	1774	2077	1853	1901
ENSMUSG00000005823.9|Gpr108	1361	1305	1772	2012
ENSMUSG00000005836.10|Gata6	491	559	401	454
ENSMUSG00000005846.12|Rsl1d1	4345	5087	5338	5680
ENSMUSG00000005871.15|Apc	2794	3096	2345	2458
ENSMUSG00000005873.6|Reep5	3093	3387	2868	2916
ENSMUSG00000005881.13|Ergic3	2483	2425	2312	2656
ENSMUSG00000005882.18|Uqcc1	969	976	1168	1205
ENSMUSG00000005886.14|Ncoa2	1578	1832	1696	1829
ENSMUSG00000005893.14|Nr2c2	1950	2082	2234	2389
ENSMUSG00000005897.14|Nr2c1	455	549	393	449
ENSMUSG00000005899.14|Smpd4	850	903	946	996
ENSMUSG00000005907.14|Pex1	381	452	399	451
ENSMUSG00000005936.19|Kctd20	2804	3031	2501	2722
ENSMUSG00000005949.9|Ctns	576	695	516	624
ENSMUSG00000005951.13|Shpk	175	187	243	255
ENSMUSG00000005958.15|Ephb3	442	488	399	390
ENSMUSG00000005968.14|Tuft1	1191	1294	1212	1362
ENSMUSG00000005973.6|Rcn1	111	134	3	0
ENSMUSG00000005981.11|Trap1	2667	2862	2328	2630
ENSMUSG00000005982.13|Naa60	909	959	855	974
ENSMUSG00000005983.15|1700037C18Rik	43	35	57	63
ENSMUSG00000005986.16|Ankrd13d	36	37	36	64
ENSMUSG00000006005.18|Tpr	7980	8617	5465	6098
ENSMUSG00000006010.14|Odr4	1147	1214	827	1027
ENSMUSG00000006019.15|Dhx34	538	594	522	495
ENSMUSG00000006021.5|Kptn	274	249	291	290
ENSMUSG00000006024.13|Napa	3006	2956	3282	3373
ENSMUSG00000006050.12|Sra1	904	1022	624	703
ENSMUSG00000006057.15|Atp5g1	2693	2521	2812	2914
ENSMUSG00000006058.10|Snf8	1070	1083	938	1041
ENSMUSG00000006095.12|Tbcb	541	525	531	588
ENSMUSG00000006127.9|Inpp5k	670	742	750	905
ENSMUSG00000006134.4|Crkl	2233	2333	2206	2235
ENSMUSG00000006143.12|Upk3bl	44	48	60	64
ENSMUSG00000006154.13|Eps8l1	43	48	27	33
ENSMUSG00000006169.19|Clint1	6305	6704	8846	9929
ENSMUSG00000006179.9|Prss16	30	28	16	11
ENSMUSG00000006191.17|Cdkal1	405	452	313	370
ENSMUSG00000006205.13|Htra1	960	1128	154	166
ENSMUSG00000006215.12|Zbtb17	568	551	716	707
ENSMUSG00000006218.4|Fam131c	108	85	74	76
ENSMUSG00000006219.12|Fblim1	1379	1479	919	1180
ENSMUSG00000006235.6|Epor	126	108	54	59
ENSMUSG00000006241.16|Ccdc159	112	163	88	107
ENSMUSG00000006262.15|Mob1b	2574	3046	2242	2394
ENSMUSG00000006273.14|Atp6v1b2	3257	3688	3117	3469
ENSMUSG00000006276.10|Eps15l1	1607	1815	1469	1623
ENSMUSG00000006281.8|Tep1	1125	1182	994	1109
ENSMUSG00000006288.8|Ttc5	508	546	383	446
ENSMUSG00000006289.14|Osgep	435	456	340	424
ENSMUSG00000006299.13|Aamp	4328	4187	5040	5607
ENSMUSG00000006301.17|Tmbim1	3067	3353	3275	3450
ENSMUSG00000006304.14|Arpc2	9311	10505	7277	7896
ENSMUSG00000006307.16|Kmt2b	1663	1752	1935	1906
ENSMUSG00000006315.9|Tmem147	1214	1333	1189	1284
ENSMUSG00000006333.14|Rps9	17771	18025	17745	20215
ENSMUSG00000006335.16|Tfpt	189	196	149	158
ENSMUSG00000006342.15|Susd2	26	26	33	40
ENSMUSG00000006356.10|Crip2	590	604	1038	1062
ENSMUSG00000006360.11|Crip1	1265	1244	3529	4066
ENSMUSG00000006362.16|Cbfa2t3	68	105	31	26
ENSMUSG00000006369.14|Fbln1	1027	1021	529	648
ENSMUSG00000006373.10|Pgrmc1	2909	3498	4510	4880
ENSMUSG00000006378.15|Gcat	682	714	739	837
ENSMUSG00000006390.15|Elovl1	1054	1136	1455	1555
ENSMUSG00000006392.16|Med8	890	1009	692	702
ENSMUSG00000006395.16|Hyi	134	132	88	99
ENSMUSG00000006398.15|Cdc20	1375	1485	1574	1818
ENSMUSG00000006403.13|Adamts4	403	371	1615	1543
ENSMUSG00000006412.10|Pfdn2	2558	2537	2604	2769
ENSMUSG00000006418.17|Rnf114	2308	2466	2213	2513
ENSMUSG00000006423.15|C330007P06Rik	1312	1514	1216	1309
ENSMUSG00000006435.16|Neurl1a	85	70	136	131
ENSMUSG00000006442.10|Srm	1881	1968	2463	2341
ENSMUSG00000006445.3|Epha2	19010	20000	19343	19010
ENSMUSG00000006456.10|Rbm14	751	869	978	994
ENSMUSG00000006462.6|A530013C23Rik	43	44	23	26
ENSMUSG00000006463.13|Zdhhc24	225	256	282	304
ENSMUSG00000006464.9|Bbs1	104	96	109	152
ENSMUSG00000006471.18|Ndor1	817	842	740	838
ENSMUSG00000006476.19|Nsmf	737	779	816	887
ENSMUSG00000006494.11|Pdk1	1292	1530	1253	1565
ENSMUSG00000006498.16|Ptbp1	10181	11093	10087	10321
ENSMUSG00000006517.5|Mvd	253	286	299	405
ENSMUSG00000006519.11|Cyba	2161	2051	2352	2411
ENSMUSG00000006526.13|Tmem110	318	337	228	255
ENSMUSG00000006527.16|Sfmbt1	388	387	525	517
ENSMUSG00000006538.12|Ihh	22	18	28	30
ENSMUSG00000006567.11|Atp7b	571	642	454	585
ENSMUSG00000006575.14|Rundc3a	30	45	52	75
ENSMUSG00000006576.16|Slc4a3	166	186	56	69
ENSMUSG00000006585.3|Cdt1	1930	2255	1952	1914
ENSMUSG00000006587.6|Snai3	47	46	46	34
ENSMUSG00000006589.8|Aprt	3299	3160	3075	3325
ENSMUSG00000006599.13|Gtf2h1	2158	2548	1737	1889
ENSMUSG00000006611.15|Hfe	225	228	134	175
ENSMUSG00000006638.14|Abhd1	77	76	37	45
ENSMUSG00000006641.12|Slc5a6	458	496	385	346
ENSMUSG00000006642.3|Tcf23	324	364	84	141
ENSMUSG00000006651.8|Aplp1	52	45	10	18
ENSMUSG00000006673.14|Qrich1	3356	3605	2805	3074
ENSMUSG00000006676.16|Usp19	3382	3683	3038	3458
ENSMUSG00000006678.6|Pola1	1618	1778	1667	1653
ENSMUSG00000006699.17|Cdc42	6207	6887	5826	6215
ENSMUSG00000006705.13|Pknox1	939	1084	825	874
ENSMUSG00000006715.11|Gmnn	603	708	641	746
ENSMUSG00000006717.7|Acot13	757	901	729	776
ENSMUSG00000006720.16|Zfp184	214	247	103	157
ENSMUSG00000006728.12|Cdk4	5964	6231	5722	6330
ENSMUSG00000006731.10|B4galnt1	1528	1593	2026	2498
ENSMUSG00000006732.14|Mettl1	755	782	1004	882
ENSMUSG00000006736.9|Tspan31	2044	2157	2329	2464
ENSMUSG00000006740.14|Kif5b	10441	11937	6620	6746
ENSMUSG00000006763.14|Saal1	268	281	281	290
ENSMUSG00000006777.7|Krt23	4929	5309	2024	2356
ENSMUSG00000006782.16|Cnp	404	414	712	867
ENSMUSG00000006800.14|Sulf2	82	77	14	19
ENSMUSG00000006818.5|Sod2	1311	1439	1849	1918
ENSMUSG00000006850.8|Tmco6	235	259	232	225
ENSMUSG00000006906.10|Stambp	668	712	711	814
ENSMUSG00000006920.14|Ezh1	1140	1227	1284	1401
ENSMUSG00000006930.15|Hap1	251	287	224	254
ENSMUSG00000006931.15|P3h4	1106	1279	1308	1601
ENSMUSG00000006932.17|Ctnnb1	31507	34048	30323	34342
ENSMUSG00000006941.5|Eif1b	603	673	605	678
ENSMUSG00000006958.14|Chrd	49	56	60	84
ENSMUSG00000006998.16|Psmd2	6774	7235	6685	7165
ENSMUSG00000007021.5|Syngr3	161	224	256	271
ENSMUSG00000007029.16|Vars	11156	11945	12777	13534
ENSMUSG00000007030.8|Vwa7	26	24	25	28
ENSMUSG00000007034.15|Slc44a4	166	177	379	496
ENSMUSG00000007035.15|Msh5	111	108	162	152
ENSMUSG00000007036.15|Abhd16a	957	1053	850	1029
ENSMUSG00000007038.5|Neu1	1799	1898	2107	2291
ENSMUSG00000007039.12|Ddah2	1294	1306	972	1223
ENSMUSG00000007041.9|Clic1	8052	8087	11072	11780
ENSMUSG00000007050.17|Lsm2	1040	1196	1001	1114
ENSMUSG00000007080.14|Pole	2331	2552	1641	1616
ENSMUSG00000007097.14|Atp1a2	26	35	17	19
ENSMUSG00000007207.10|Stx1a	275	312	310	284
ENSMUSG00000007216.6|Zfp775	95	101	60	64
ENSMUSG00000007338.10|Mrpl49	1099	1201	1447	1542
ENSMUSG00000007379.15|Dennd2c	220	232	163	176
ENSMUSG00000007411.16|Mark3	1607	1866	1486	1740
ENSMUSG00000007415.15|Gatad1	2120	2477	1590	1759
ENSMUSG00000007458.14|M6pr	3646	3980	4754	5286
ENSMUSG00000007476.18|Lrrc8a	839	935	784	828
ENSMUSG00000007564.15|Ppp2r1a	4363	4421	4467	4991
ENSMUSG00000007570.16|Fance	384	377	339	397
ENSMUSG00000007589.9|Tinf2	1143	1341	884	907
ENSMUSG00000007594.10|Hapln4	344	366	206	222
ENSMUSG00000007603.9|Dus3l	797	880	726	764
ENSMUSG00000007610.15|Gtpbp3	457	478	272	335
ENSMUSG00000007613.15|Tgfbr1	2253	2532	1488	1644
ENSMUSG00000007617.18|Homer1	477	564	468	479
ENSMUSG00000007646.13|Rad51c	241	291	243	232
ENSMUSG00000007655.16|Cav1	7609	8388	8706	8086
ENSMUSG00000007656.13|Arpp19	2508	2690	2409	2758
ENSMUSG00000007659.18|Bcl2l1	2725	2859	2639	3027
ENSMUSG00000007670.10|Khsrp	5886	6619	5944	6423
ENSMUSG00000007721.6|Ccdc124	561	621	332	385
ENSMUSG00000007739.10|Cct4	6422	7730	5988	6434
ENSMUSG00000007777.9|0610009B22Rik	464	552	535	553
ENSMUSG00000007783.10|Cpt1c	87	90	37	49
ENSMUSG00000007805.4|Twist2	90	134	105	116
ENSMUSG00000007812.16|Zfp655	2199	2623	1889	1916
ENSMUSG00000007815.13|Rhoa	8198	9709	5899	6684
ENSMUSG00000007817.15|Zmiz1	3312	3376	2521	2740
ENSMUSG00000007827.10|Ankrd26	755	910	934	1034
ENSMUSG00000007833.15|Aldh16a1	592	603	644	699
ENSMUSG00000007836.6|Hnrnpa0	2089	2813	2380	2578
ENSMUSG00000007837.11|Prrg2	282	287	291	299
ENSMUSG00000007850.16|Hnrnph1	11241	13392	9900	10434
ENSMUSG00000007867.9|Ift43	348	440	393	410
ENSMUSG00000007872.3|Id3	1023	1412	1830	1916
ENSMUSG00000007880.16|Arid1a	2917	3029	3220	3379
ENSMUSG00000007891.16|Ctsd	9928	10238	10081	11434
ENSMUSG00000007892.8|Rplp1	28576	28294	21065	24176
ENSMUSG00000007908.14|Hmgcll1	1557	1778	1069	1220
ENSMUSG00000007950.9|Abhd8	220	265	224	256
ENSMUSG00000007987.12|Ift22	202	251	276	318
ENSMUSG00000008035.12|Mid1ip1	1518	1770	2247	2362
ENSMUSG00000008036.11|Ap2s1	654	800	567	777
ENSMUSG00000008090.14|Fgfrl1	313	325	271	288
ENSMUSG00000008129.14|4930432K21Rik	114	104	116	115
ENSMUSG00000008136.14|Fhl2	1792	2008	1415	1468
ENSMUSG00000008140.17|Emc10	889	938	931	1128
ENSMUSG00000008167.14|Fbxw9	285	315	276	277
ENSMUSG00000008193.13|Spib	7	7	46	52
ENSMUSG00000008200.14|Fnbp4	1939	2222	2845	2987
ENSMUSG00000008226.14|Scrn3	481	552	420	505
ENSMUSG00000008301.11|Phax	862	997	892	1033
ENSMUSG00000008305.18|Tle1	392	438	364	359
ENSMUSG00000008307.11|1700109H08Rik	25	41	48	39
ENSMUSG00000008318.10|Relt	88	95	109	79
ENSMUSG00000008333.12|Snrpb2	1216	1378	1358	1435
ENSMUSG00000008348.9|Ubc	13806	13284	15614	15465
ENSMUSG00000008373.16|Prpf31	1046	1114	1531	1745
ENSMUSG00000008384.8|Sertad1	450	501	458	434
ENSMUSG00000008393.9|Carhsp1	2885	2955	2719	2764
ENSMUSG00000008398.15|Elk3	1215	1308	976	1216
ENSMUSG00000008429.8|Herpud2	1241	1457	924	982
ENSMUSG00000008435.15|Rdh13	520	565	639	561
ENSMUSG00000008450.8|Nutf2	2944	3152	2674	2779
ENSMUSG00000008475.13|Arpc5	2999	3852	2806	3112
ENSMUSG00000008496.19|Pou2f2	484	468	539	573
ENSMUSG00000008540.11|Mgst1	1449	1574	1190	1655
ENSMUSG00000008575.17|Nfib	3025	3545	3444	3708
ENSMUSG00000008604.11|Ubqln4	3767	3741	4708	4850
ENSMUSG00000008668.15|Rps18	30989	29971	28366	33140
ENSMUSG00000008682.13|Rpl10	27094	28454	32495	35379
ENSMUSG00000008683.16|Rps15a	13102	14451	11054	13190
ENSMUSG00000008690.15|Ncaph2	2532	2605	1918	2331
ENSMUSG00000008730.17|Hipk1	5832	6266	6314	6480
ENSMUSG00000008734.9|Gprc5b	499	539	537	706
ENSMUSG00000008763.16|Man1a2	1907	2326	2104	2343
ENSMUSG00000008822.15|Acyp1	380	375	413	445
ENSMUSG00000008855.17|Hdac5	484	520	581	736
ENSMUSG00000008859.8|Rala	2816	3307	2332	2613
ENSMUSG00000008892.12|Vdac3	5294	5752	3934	4246
ENSMUSG00000008958.14|Vps72	1269	1305	1109	1149
ENSMUSG00000008976.16|Gabpa	2579	3041	1996	2178
ENSMUSG00000009013.5|Dynll1	4454	5011	4622	4975
ENSMUSG00000009030.14|Pdcl	605	660	502	571
ENSMUSG00000009035.15|Tmem184b	2116	2291	2431	2570
ENSMUSG00000009073.16|Nf2	1415	1617	1575	1738
ENSMUSG00000009076.10|Zmat5	161	152	170	242
ENSMUSG00000009079.16|Ewsr1	6871	7317	7364	8108
ENSMUSG00000009090.17|Ap1b1	1959	2109	2266	2356
ENSMUSG00000009092.5|Derl3	26	23	41	42
ENSMUSG00000009108.15|Gnat2	66	52	58	62
ENSMUSG00000009112.4|Bcl2l13	2058	2404	2027	2074
ENSMUSG00000009145.6|Dqx1	299	340	329	407
ENSMUSG00000009207.15|Lnpk	858	972	655	799
ENSMUSG00000009291.13|Pttg1ip	4329	4626	3993	4121
ENSMUSG00000009293.17|Ube2g2	2143	2116	1997	2027
ENSMUSG00000009376.15|Met	3501	3806	5695	5991
ENSMUSG00000009406.13|Elk1	622	734	668	701
ENSMUSG00000009418.15|Nav1	603	585	406	467
ENSMUSG00000009470.17|Tnpo1	8390	9661	8385	8986
ENSMUSG00000009535.13|Rnmt	2099	2357	1839	2033
ENSMUSG00000009545.14|Kcnq1	61	62	97	113
ENSMUSG00000009549.14|Srp14	1592	1718	1678	1839
ENSMUSG00000009555.16|Cdk9	1621	1783	1644	1760
ENSMUSG00000009563.16|Tor2a	655	754	919	967
ENSMUSG00000009566.12|Fpgs	872	871	898	911
ENSMUSG00000009569.14|Mrtfb	803	863	632	699
ENSMUSG00000009575.14|Cbx5	7154	8304	6964	7194
ENSMUSG00000009585.18|Apobec3	2229	2431	3498	3989
ENSMUSG00000009614.16|Sardh	791	746	648	743
ENSMUSG00000009621.18|Vav2	490	537	684	735
ENSMUSG00000009630.10|Ppp2cb	1831	2128	1795	1884
ENSMUSG00000009640.11|Dmap1	318	302	247	282
